"Entry","PI","Rep","Chamber","Block","SBlock","Plot","Country","Day","Time","Date","TRL","PRL","LRL","MSL","LSLPL","MED","MAX","LED","PER","DIA","VOL","SurfaceArea","TRLUpper","TRLLower","CM","CMT","CMM","CMB","CP","CPT","CPM","CPB","CVA","DEP","WID","NWA","LRB","NLR","IRB","TRArea","TRAUpper","TRALower","RHZO","SOL","SOL2","LRA","ImageFlag","SDW","RDW","SW","RSR","TDW","Seed_size","TRL_GR"
81,"PI363585",5,"A",3,5,1744,"India",12,142020,"20210330",121.730927191553,38.0199896915532,83.7109375,1.35017641129032,1.63072111547086,1,6.73999999999978,2.89329396878954,255.4505078125,0.270249672852726,268.525733764363,30.9757592709305,89.3229166666667,30.8723958333333,0.189467224908603,0.169888211976632,0.405388476330672,0.992721979621543,0.29553458233554,0.21134461426492,0.422697026408817,0.992721979621543,210.701836480035,35.2864583333333,11.6666666666667,1.56504313151042,104,63,65,16.9470893012153,11.7140028211806,5.09406195746528,2595.04557291667,0.00742776217642846,134.630050915394,44,0.999828707390964,NA,NA,6.2,NA,NA,"S",NA
113,"PI363869",5,"A",3,1,1702,"India",12,141147,"20210330",85.8729266146947,35.6906349480281,50.1822916666667,1.61878360215054,0.868575189125706,1,5,1.77687366167024,173.6937890625,0.212898051330802,135.329862372919,22.9042506391179,54.0234375,30.4036458333333,0.200384763720143,0.182054840044369,0.402353042261474,0.991050583657587,0.348813857160788,0.220150083379655,0.42125486381323,0.991050583657588,214.094882541233,32.9557291666667,12.2526041666667,1.09931098090278,72,35,32,12.799792819553,8.35706922743056,4.34197319878472,1834.79817708333,0.00513469060004767,194.753701418877,43.56,0.999708679690009,NA,NA,5.9,NA,NA,"S",NA
324,"PI425592",6,"B",4,3,2192,"Philippines",12,134516,"20210406",149.341490022904,36.4625123230798,112.878977699825,5.64394888499123,0.548508556480913,1,10,2.7577679137603,237.969017790028,0.176598084606624,118.303325120071,19.7536889873081,108.970182911551,39.5139062891506,0.263741021506502,0.165912893306433,0.441532487944925,0.992743105950653,0.335195936139332,0.237102520121388,0.387880986937591,0.992743105950653,334.882698675377,34.0140315710348,18.8925081433225,1.86023664746557,74,35,34,21.7088102138607,16.7584531997295,4.73079588181401,3010.72726133801,0.00555489027896545,180.021557543031,64.29,0.999877104472945,NA,NA,9.7,NA,NA,"L",NA
16,"PI254557",5,"A",1,4,1545,"Afghanistan",12,114342,"20210330",79.5694416181021,29.7907957847687,49.7786458333333,1.34536880630631,1.24199434843285,1,6,2.54336283185841,179.362630208333,0.167805029126947,73.9747587571833,15.1219613016882,56.1328125,22.0703125,0.147710338500547,0.133528614152474,0.37388620372197,0.990875912408759,0.274782994673506,0.191843065693431,0.398183477106835,0.990875912408759,195.43465508355,27.9947916666667,13.28125,1.01826985677083,86,40,39,8.68767632378472,5.93499077690972,2.65536838107639,1745.751953125,0.00521028297839763,191.928155178155,36,0.999804885662999,NA,NA,6.4,NA,NA,"S",NA
268,"PI425425",3,"A",1,8,838,"India",12,121747,"20210316",NA,NA,68.1207202637585,2.83836334432327,0,1,5,2.40308839190628,158.368272888663,0.114512428764796,64.8097183793033,10.3372645653272,57.227998985544,23.8143545523713,NA,0.241047974478774,0.364672364672365,0.987535612535613,0.238129154795821,0.198313260813261,0.364672364672365,0.987535612535613,225.544081785787,35.3157494293685,11.6282018767436,1.02767377045289,48,31,26,9.9638005090161,7.13840114093497,2.73633618397699,1651.46779102206,0.0045564209103431,219.470505398216,57.54,0.999127269502402,NA,NA,10.3,NA,NA,"L",NA
115,"PI363974",2,"B",2,4,516,"India",12,140331,"20210309",154.477671552055,38.9807662618528,115.496905290202,6.41649473834456,0.461766192051875,1,9,2.73483338080319,287.570886371599,0.197416175756195,169.451559684584,23.3435535633413,112.133598038071,41.0019852855308,0.213006721900085,0.204877310013457,0.354521707649225,0.993941326530612,0.276466836734694,0.216496598639456,0.36750637755102,0.993941326530612,197.01188008685,36.2256218614971,10.0665654560318,1.78834034010979,90,34,32,21.4743868490418,15.8259869158622,5.41002615357396,3231.76602826112,0.00907732233874133,110.164645771372,56.67,0.999821416098902,NA,NA,9.6,NA,NA,"L",NA
134,"PI364230",1,"A",2,3,127,"India",12,90046,"20210223",32.1503680639431,20.4537099662567,11.6966580976864,0.508550352073321,1.12449037548416,1,2,1.21440397350993,69.659196073849,0.114832557888695,34.5938509688184,9.42571770147842,17.1418555737322,14.1154475344707,0.20259833842972,0.185768784849241,0.366030313396311,0.988875878220141,0.277721209652785,0.201771077283372,0.361729117876659,0.988875878220141,24.0587152012953,19.5022201448937,2.30193970553868,0.365240746765633,72,22,25,3.70229525750661,1.84791337073872,1.82347296188973,695.768579107268,NA,65.8708411214953,33.44,0.999410276847377,NA,NA,5.8,NA,NA,"S",NA
72,"PI363493",5,"A",3,6,1761,"India",12,143259,"20210330",137.609576029318,40.422076029318,97.1875,4.04947916666667,0.593734967560619,1,8,2.96661550268611,270.333997395833,0.192856081041887,109.593739388667,22.6650987732288,100.6640625,33.9322916666667,0.202560577810528,0.187020609318996,0.365241541190723,NA,0.304644097222222,0.202816358024691,0.428559027777778,NA,332.981109619141,37.0182291666667,16.3671875,1.75255669487847,80,33,30,19.1397349039714,14.3185085720486,4.60120307074653,3028.43098958333,0.00526323158957282,189.997339653671,51.6,0.999796304701598,NA,NA,6.3,NA,NA,"S",NA
99,"PI363699",7,"A",2,3,2378,"India",12,115409,"20210413",58.7473701412473,28.669290663331,30.0780794779163,1.30774258599636,0.80225214743167,1,4,2.19534282018111,131.573546206736,0.148019676741781,60.5574243894141,12.7837822048991,39.5524997086587,18.0165481878569,0.142789807718026,0.139990028629944,0.376112795341899,0.990905153746211,0.246408194776583,0.196188826331745,0.376353399740147,0.99090515374621,187.098719835103,26.6169444120732,13.7629646894301,0.670889731925365,106,28,24,6.61220228096805,4.63144788013172,1.9127147741775,1269.12073184943,0.00358575265783028,NA,55.75,0.999589389833292,NA,NA,8.2,NA,NA,"M",NA
236,"PI425045",7,"A",2,7,2429,"Philippines",12,123413,"20210413",206.992691481758,36.8027369310058,170.189954550752,5.48999853389522,0.842328657733142,1,15,4.45281862745098,238.581354154527,0.17750112249421,155.46921019041,20.7562066710987,169.374198811327,38.0375247640135,0.215057732470556,NA,0.397522774675809,0.992866847826087,0.377980364656382,0.21976902173913,0.407562376482213,0.992866847826087,313.482190546237,33.8771704929495,16.8628364992425,2.4171043418639,136,67,55,24.2164201456996,19.6176849303811,4.33090557714573,4186.64782659364,0.00771049971818856,129.693280143836,48,0.99988715011278,NA,NA,NA,NA,NA,"L",NA
40,"PI363271",8,"B",2,5,2781,"India",12,85847,"20210420",31.9059149824894,23.8189166647773,8.08699831771209,0.577642736979435,0.587768125521123,1,1,1.03027888446215,70.6027998077385,0.126863946274664,44.0263177523671,11.0965100701504,15.5371304974766,15.0805094929104,0.128718975577525,0.127438736454916,NA,0.989039665970773,0.244035192365046,0.186727155933837,NA,0.989039665970772,42.7828421996381,22.5306416726748,3.77313145878395,0.367912040259396,46,13,14,4.09114434563956,2.18162598755071,1.88518822512821,673.715753424658,0.00859952311121836,116.285518053375,39.26,0.999365112956986,NA,NA,5.5,NA,NA,"S",NA
275,"PI425483",2,"B",3,4,606,"India",12,151148,"20210309",103.092435665028,40.4625162442645,62.6299194207638,2.40884305464476,0.642570023155332,1,4,3.20484359233098,193.578103468411,0.195820291389308,128.433888952576,21.3444158178276,74.179609949784,23.1460936587645,0.160188417992779,0.160033098046106,NA,0.993013972055888,0.223322585598035,0.192534930139721,NA,0.993013972055888,286.613077190663,34.6724278874226,15.8005371949083,1.13658418321322,122,29,31,14.6322257565496,11.0876282811657,3.43361890817847,2022.21768071937,0.00396556986985327,252.170566354692,56.29,0.999458541135154,NA,NA,9.5,NA,NA,"L",NA
226,"PI377349",7,"A",4,1,2549,"India",12,145015,"20210413",80.5164779687142,27.5972377869172,52.919240181797,1.65372625568116,1.15953633646516,1,7,2.10644876325088,163.451194499476,0.244525635512244,194.180011349292,22.3092209629184,55.5762731616362,26.3838713436662,0.257827334339054,0.228022118043641,0.3890063944909,0.990654205607477,0.37317464953271,0.196474086661003,0.439485981308411,0.990654205607477,144.784455012301,24.5542477566717,11.5254632327235,0.955135118346375,124,68,38,11.4872041839726,7.31378453909081,4.05793222468217,1721.21110593171,0.00659694521946591,151.5853121001,39.17,0.999773945522348,NA,NA,6.8,NA,NA,"M",NA
173,"PI377217",3,"A",2,4,889,"India",12,132420,"20210316",60.8346498818858,40.6850176221851,20.1496322597007,0.805985290388029,0.614476813852178,1,2,1.31626056688215,129.282792290134,0.166096923519224,88.2227663590331,20.3072715760923,33.5658128328684,25.5008876489982,0.139254020537053,0.138592597376682,0.334756898817346,0.993429697766097,0.239710906701708,0.202808090041707,0.334756898817346,0.993429697766097,108.307022676488,38.0040578239919,5.36393608927213,0.749007107302392,96,31,27,7.41903760594559,4.27133443350653,3.0875237156104,1250.95422267309,0.00691559133279539,144.600794332331,43.54,1,NA,NA,5.8,NA,NA,"S",NA
156,"PI376989",6,"B",1,4,1922,"India",12,114824,"20210406",164.312369669389,32.653637522057,131.658732147332,3.21118858895931,1.2556028397236,NA,11,1.61426288453855,311.204735655224,0.236368718678317,296.137560847951,23.9834172550278,101.240290653971,NA,0.276861061988096,0.171330469950337,0.410218559194632,0.99047619047619,0.384225530566994,0.202813852813853,0.479906204906205,0.990476190476191,289.532524351176,28.6143823603107,16.8253570533701,2.05407669637039,92,60,55,18.5451758124535,11.7349353007434,6.60107768161149,3445.109308444,0.00709445925280225,140.955069916711,52.5,0.998829189530757,NA,NA,5,NA,NA,"S",NA
337,"PI425811",6,"B",2,2,1987,"Korea",12,121617,"20210406",197.152312932323,31.8052821129798,165.347030819344,6.12396410442013,0.848915595343241,1,15,2.20913560016387,320.265697820095,0.194341683530755,148.197045528394,18.8853570358673,135.116512152343,NA,0.303610521796232,0.164898113543335,0.40637338347849,0.991666666666667,0.385648148148148,0.184322916666667,0.441458333333333,0.991666666666667,316.016646952009,29.5665246805312,18.5793034327236,2.45902189975051,82,52,47,23.8373622974419,16.8865288919613,6.68002630072009,4097.15453520421,0.00778130495171017,128.513148656412,60,0.999881494258644,NA,NA,7,NA,NA,"M",NA
73,"PI363494",5,"A",3,8,1785,"India",12,144934,"20210330",NA,NA,82.0442708333333,1.86464251893939,0,1,5,2.31852143138026,210.6390234375,0.221172803154444,146.424990948354,22.0845296555913,76.7708333333333,33.1119791666667,0.304034705357661,0.142872532461085,0.428896514098662,NA,0.351411301900879,0.231651639579624,0.446876034052282,NA,251.728905571832,40.8072916666667,11.9270833333333,1.43076578776042,94,62,56,17.5490697224935,12.1183607313368,5.27784559461806,2294.3505859375,0.00568375643834094,175.939981040408,50.5,0.999554583444989,NA,NA,5.8,NA,NA,"S",NA
211,"PI377287",6,"B",3,3,2100,"India",12,131348,"20210406",169.279395946406,30.3042017594855,138.975194186921,4.79224807541105,0.956963005663819,NA,13,1.67018943170489,294.368103232273,0.166404502723725,90.5731615089825,15.5614355795028,104.936106239038,NA,0.265770467767222,0.191020681067468,0.425031760978089,0.991181657848325,0.38823511524661,0.198456790123457,0.460170487948266,0.991181657848324,255.907083219881,28.0130293159609,15.1966925582561,2.10179116994696,74,43,42,19.8606199014181,12.8534002306995,6.71957908802699,3760.43911300426,0.00821310275394394,121.756664924203,76.67,0.999873570382282,NA,NA,7.2,NA,NA,"M",NA
140,"PI368279",2,"B",2,5,529,"Taiwan",12,141734,"20210309",71.250471201663,37.4422264276352,33.8082447740278,1.16580154393199,0.774526591148324,1,3,1.97543859649123,134.606504729651,0.227215097586285,155.714128626115,25.3499749225871,46.0235898633656,23.2979096111176,0.119322171654294,0.118286734251319,0.354159742993243,0.993020937188435,0.235981710042287,0.196103995705192,0.375872382851446,0.993020937188435,117.431689606306,34.8476001401378,6.48137335046129,0.809546881635913,106,36,33,11.6771784792708,7.54190567745075,4.05496250533703,1480.08145509751,0.00689376849085583,145.058541105121,57.09,0.999566600513659,NA,NA,10.8,NA,NA,"L",NA
275,"PI425483",8,"B",1,1,2634,"India",12,75205,"20210420",93.5365516921464,31.5081931244944,62.028358567652,2.21529852027329,0.888657749727733,1,6,1.539,189.767760153809,0.18778777426506,91.2676839522117,17.4036753066544,55.4794520547945,36.0490266762797,0.225351505124637,0.185806993184511,0.393067969884395,0.991559485530547,0.35517627468994,0.176081555100848,0.438529943729904,0.991559485530547,154.07464606082,29.379956741168,9.37274693583273,1.09983752380527,78,34,34,13.723277933404,8.25174147438931,5.33515776120268,2032.23383801971,0.00713834204344764,140.088551923329,66.29,0.999789609884128,NA,NA,9.5,NA,NA,"L",NA
77,"PI363517",2,"B",1,3,412,"India",12,123711,"20210309",165.077508022035,39.3388650230864,125.738642998949,5.71539286358859,0.559243384044992,1,11,4.02119252873563,251.225505079995,0.169042314606461,127.746230126693,19.9202551092798,130.736891276422,32.5119701039355,0.212082035604504,0.169066109326539,0.407379298811679,0.993956743002544,0.333752602359473,0.215383799830365,0.418221656771275,0.993956743002545,292.637218844238,36.3073689127642,14.7027910778933,1.90644472007891,108,42,33,19.6374955167046,15.8392156974523,3.55704207662195,3410.0840826813,0.0065147035213373,153.498926961871,52.33,0.999860254700997,NA,NA,8.4,NA,NA,"M",NA
328,"PI425610",1,"A",3,1,191,"Afghanistan",12,93023,"20210223",23.5242610401762,23.1764558111044,0.34780522907172,0.08695130726793,0.172588942528628,1,1,0.520884520884521,48.5708203406093,0.127683416785706,37.1078486657677,10.7570769894459,7.62772847205565,14.6437994722955,0.210337427852597,0.182518393623544,NA,0.989270386266095,0.388948497854077,0.188841201716738,NA,0.989270386266094,13.2381371349291,21.8997361477573,1.72703286159751,0.267108754429733,90,3,4,3.25992785848512,1.33468073901642,1.91377597075261,463.288558407292,NA,49.5608508346796,NA,0.999162359061401,NA,NA,7.5,NA,NA,"M",NA
